m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
23.960392,22.727333,39.17212,-25.658434,0.5081444,-4.570313,4.784892,17.6641,48.450882,9.8846855,-36.00383,0.37400246,-1.0747504,4.900921,28.794926,22.76223,26.937958,-25.773447,-0.60049725,-4.985507,-0.26511765,1
10.904739,-36.42067,44.358025,-7.703991,0.3325787,-1.310426,-0.109396435,23.680695,35.58834,45.552086,44.076447,0.6997105,0.6251388,-0.20459679,26.386353,46.53791,4.573715,12.168091,0.5748045,1.074802,0.5768391,16
15.730038,34.01232,30.14209,16.467041,1.0098748,2.1084328,1.5186224,11.099417,37.13172,-37.353558,2.3554688,0.5872261,0.43651274,0.61499363,19.60307,11.140545,5.176754,22.147408,0.43173042,-1.1827217,-0.5244707,24
13.573618,-2.8972168,33.72962,25.103203,-1.0124977,-0.9989215,0.48618862,18.04418,27.820251,-4.9247856,-1.5061798,-1.8157369,2.661117,-0.61896425,29.71872,13.847267,-19.800097,-43.230038,0.6968503,-1.9259048,-0.5823631,1633
19.92926,22.162033,-42.23528,-30.322277,-0.19420205,-0.4571723,0.93065846,26.516674,-19.571287,2.5137024,11.364536,-0.32661352,0.14606121,-0.13768753,20.791765,40.623016,15.566986,26.017273,-0.27630833,0.32831228,-0.17698224,25
16.98463,-24.721533,38.963913,4.3530045,-2.984398,1.4820318,0.3437109,28.921978,-9.26487,18.033424,42.108063,1.2784685,0.8056011,-1.876006,11.576809,12.828709,24.23619,0.06253052,0.05674553,1.0684485,1.3887806,18
25.383627,-47.965508,-10.849781,22.63987,0.8039379,-1.7753701,0.5174856,14.763691,-8.141621,48.33156,49.117653,-0.030836582,-1.5158021,-1.1489427,21.776749,-8.695942,14.303551,-5.763977,0.18741205,0.49550435,-0.7914723,339
23.578041,28.161606,30.574348,36.46958,-0.09887781,-0.59705937,0.7031552,11.000011,-41.186207,-37.87492,-34.157936,-1.1296712,-0.8291285,0.56796694,10.399527,-27.345245,-9.197853,25.504692,2.4312289,1.3446488,0.53846383,110
10.353379,35.614525,-7.4617577,5.385746,-2.461316,3.3737907,-1.5550101,15.274161,23.177406,9.4847145,-5.1998024,-1.9289184,-2.0146317,0.2749932,20.811188,0.737484,23.507858,-0.7095947,0.6178446,1.0789957,-3.255068,3
28.651209,-0.41477203,26.826675,34.91504,-0.7458371,-0.1336055,-1.167638,24.237202,30.481697,-31.099283,38.493576,0.6913687,-0.963641,0.368698,12.365956,-13.823406,-36.282547,23.544456,1.2321568,3.9704075,0.4007268,18
