m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
18.73082,-47.12683,-11.683483,-4.656315,2.5939841,-1.2846005,0.1470995,16.655132,-36.25856,-5.0823402,13.848717,-3.8586981,0.099058025,-2.1591768,25.324043,10.4624405,12.749451,42.528755,0.17021044,0.69773895,0.059091527,70
14.477585,-1.3663788,-17.099655,-9.731422,-0.9813967,-2.2484505,-1.3536568,28.13891,47.173843,45.491783,40.493103,-0.38049078,0.051876705,-0.121219374,20.128187,-44.781612,46.714294,21.471184,-0.8947792,0.2113963,0.16094857,526
19.155212,42.423523,-27.913124,7.875801,1.2945812,1.2913338,-0.048290603,19.440142,-23.753952,-8.294914,11.633045,-0.19212128,1.138124,-1.1490339,22.43774,-25.900482,-24.811316,2.4636765,0.24934742,-0.6446821,-0.53110075,66
24.526749,-16.748978,-4.5043716,3.0420609,-1.4587135,2.8362775,-2.637823,26.093678,-4.33358,0.68670654,44.336594,-1.9776787,-0.5112435,-2.6053083,15.653986,-6.509144,-17.671661,-8.135437,-3.9288092,-3.1985462,2.5962963,11
24.882036,20.38395,17.10176,-25.708485,-0.35727412,2.4106114,1.1201149,11.941879,27.739914,41.333046,3.045536,1.5653024,-1.0570065,-1.728642,21.322079,-16.943867,-46.498478,-44.777725,0.23748551,-0.36349577,0.75596964,8470
22.58828,12.359272,-28.621084,-36.673103,0.37017775,0.3568754,0.22923163,10.637808,-32.525406,47.42714,38.31196,0.90478116,0.28836673,-0.8826704,17.702713,1.1643486,-45.63324,5.677456,-1.1909724,-2.4162192,0.11269145,10000
13.528329,19.014046,-33.13288,-28.340881,-1.5337697,-1.4024385,1.1208028,22.405073,16.001106,48.639397,46.001366,-1.8802648,0.4494934,-1.2550645,22.595207,11.619938,34.932503,-49.236755,0.18535972,-0.052290186,-0.11608672,10000
13.268971,41.95382,38.56784,-38.636833,1.101253,-0.7977009,-0.8684926,12.103215,-31.16418,-28.389519,-25.994247,-0.6046616,1.4818182,0.76182824,16.414795,25.749199,14.653152,-27.467638,-2.097873,-0.41361478,1.92995,6732
17.39948,-5.9449196,-10.93364,-32.645332,0.1465943,0.11268229,-0.20137165,13.099729,24.881454,16.085342,49.8993,0.35814112,-0.015402948,0.4180045,19.442886,-27.54215,39.681046,11.83297,0.122843266,1.1945577,2.4034352,3271
15.953094,21.785751,-33.189594,-44.19241,-0.28174555,0.33233428,-0.51757765,13.300161,-45.255405,9.678925,20.696533,-0.20828854,-0.38083938,0.04532706,23.080986,-19.892597,3.1035614,-46.5775,-0.48959222,-0.627943,-0.45513588,10000
22.073532,-24.724287,-40.177055,-37.06773,0.043493822,-0.40771577,-0.51576924,10.276239,8.0886,7.3157234,15.309601,0.91632414,-2.1472268,-1.1541562,24.509335,18.709053,-13.950928,-31.856478,1.7469189,0.9974181,-0.7731015,2981
17.219059,22.639313,2.6827583,28.20362,-1.0718061,1.6745098,-2.8046007,20.927681,-8.069496,-29.522968,24.503777,1.5250456,1.9956522,0.03455683,11.340512,26.75734,-2.7042847,12.354225,4.104911,2.5162835,-2.206992,86
17.170925,-13.75811,26.178116,11.126877,1.3023586,2.0279303,-0.6790698,14.732845,23.296066,42.09144,47.97689,0.51492727,-1.0178404,-0.9571913,15.433358,30.707771,-39.388496,19.653397,0.10612347,0.012266894,-0.11790876,10000
14.3913355,-17.492455,-43.942036,-4.148979,2.8697643,-1.3345318,1.7652483,14.909745,11.142277,-11.844723,-26.639301,-0.09415142,-0.032996092,-0.14134045,22.976767,27.01596,-25.989908,6.8600006,0.7082186,1.878087,-2.3704295,87
28.487587,-3.1957169,25.082428,28.30188,1.8249661,-0.6147134,-2.153314,20.196575,26.824776,-2.7879524,5.1978416,2.443628,-1.6285763,-1.7730528,12.353458,-47.636826,36.99688,-15.613258,1.7709796,1.0557832,-1.9667674,86
15.714116,6.9742203,27.921936,-22.361713,-0.9893174,1.83223,1.4661789,16.423632,33.29943,21.442642,39.963272,-0.76440746,1.0642635,0.8266659,13.4286175,-12.04911,-44.029213,-22.723097,0.8862543,-0.7476654,-1.2882042,3607
28.660881,-10.961922,-44.6505,-13.586998,-1.3978211,1.8806305,-2.7821271,25.408531,-11.306995,-8.373772,4.2392006,-2.0781846,-0.36728144,3.3715382,26.98598,23.705101,-33.466656,-6.183319,-0.024980143,0.34992364,-0.4012992,4375
23.157104,0.12958145,12.071365,47.886757,0.6237531,1.5143232,-1.5119915,21.71605,19.347473,-35.772606,-8.1273155,-1.5923297,0.37288284,0.6229038,11.319099,-36.379265,-37.237465,-29.70435,-0.36177152,0.362665,1.4441375,179
22.680069,16.318832,4.6316338,12.561935,-1.4711193,1.4260375,1.5859573,10.763821,-39.305344,32.18048,37.47445,-0.2704793,-0.7235233,-0.8515688,17.026583,-12.567722,3.045189,-2.8947182,0.0874951,0.34547502,0.3331596,1763
23.116182,-10.315235,36.038483,47.564667,0.22559124,-0.4547112,0.2760662,17.023788,-4.851448,-22.426718,9.715633,0.26506397,0.24113053,-0.3108388,29.58183,39.141144,15.755707,-21.99219,0.043323196,-0.4416219,-4.8564114E-5,2097
28.809786,30.1027,21.087662,-14.8923,-1.738544,2.202456,0.9553089,10.515776,26.790115,-21.148962,-19.357681,-1.0153073,-1.0593141,-1.5454001,22.472355,-6.33062,25.971802,28.4851,0.49401474,-0.10598682,0.13673219,1273
